Nr.|Codice Fiscale|Importo contributo
5372|80019070301|9459.2
5373|80018980302|4550.4
5374|80018860132|5056.0
5375|80018840324|5020.8
5376|80018830549|3432.0
5377|80018830366|5110.4
5378|80018770323|4614.4
5379|80018750358|4873.6
5380|80018740573|4806.4
5381|80018650491|4713.6
5382|80018530354|3168.0
5383|80018490245|4406.4
5384|80018310229|5072.0
5385|80018120263|5980.8
5386|80017780125|5030.4
5387|80017770928|6640.0
5388|80017690423|4726.4
5389|80017620545|4723.2
5390|80017610488|10556.8
5391|80017550221|4764.8
5392|80017460322|8131.2
5393|80017030364|2992.0
5394|80016980320|6108.8
5395|80016970321|6214.4
5396|80016570634|7014.4
5397|80016310544|4716.8
5398|80016310353|8038.4
5399|80016270938|5155.2
5400|80016250872|4825.6
5401|80016140925|4985.6
5402|80015900824|34272.0
5403|80015890215|5468.8
5404|80015890090|5225.6
5405|80015600093|3696.0
5406|80015590591|4409.6
5407|80015310750|7699.2
5408|80015280128|5484.8
5409|80015160288|7820.8
5410|80014970471|5916.8
5411|80014830345|5644.8
5412|80014230512|5139.2
5413|80014170510|5254.4
5414|80014130308|4464.0
5415|80014100517|4630.4
5416|80013960515|3168.0
5417|80013690922|5065.6
5418|80013530219|5846.4
5419|80013470028|5436.8
5420|80013410024|4672.0
5421|80013270121|5187.2
5422|80013000023|5145.6
5423|80012930337|5440.0
5424|80012840288|21052.8
5425|80012780344|5078.4
5426|80012620540|4524.8
5427|80012410801|4483.2
5428|80012410421|4528.0
5429|80012280345|8496.0
5430|80012070522|5315.2
5431|80012020188|4412.8
5432|80011990423|5049.6
5433|80011780303|8838.4
5434|80011700343|7267.2
5435|80011670389|4672.0
5436|80011630508|4544.0
5437|80011410448|5116.8
5438|80011170224|12924.8
5439|80011110097|6224.0
5440|80011090364|7283.2
5441|80011070705|6441.6
5442|80011070440|3080.0
5443|80011070325|7427.2
5444|80010950048|4579.2
5445|80010810366|4713.6
5446|80010790329|7753.6
5447|80010750729|7148.8
5448|80010550558|4630.4
5449|80010550384|8924.8
5450|80010270272|4835.2
5451|80010240515|4508.8
5452|80010200493|4739.2
5453|80010190363|5513.6
5454|80010170365|5670.4
5455|80010080754|5452.8
5456|80009950348|6819.2
5457|80009800519|4841.6
5458|80009760309|5500.8
5459|80009710387|4425.6
5460|80009640089|4966.4
5461|80009500499|5651.2
5462|80009420342|5552.0
5463|80009410293|5408.0
5464|80009390669|2024.0
5465|80009240534|4572.8
5466|80009170939|5488.0
5467|80009140510|4982.4
5468|80008960926|6131.2
5469|80008900393|4825.6
5470|80008860183|5766.4
5471|80008850853|4553.6
5472|80008730360|12227.2
5473|80008590368|9734.4
5474|80008390447|5270.4
5475|80008310346|23590.4
5476|80008240063|4576.0
5477|80008170880|4476.8
5478|80008130884|4601.6
5479|80007990742|4537.6
5480|80007860499|1848.0
5481|80007760525|5251.2
5482|80007710686|5104.0
5483|80007420542|4553.6
5484|80007370416|5603.2
5485|80007350897|4764.8
5486|80007310552|4886.4
5487|80007290317|4547.2
5488|80007200381|31580.8
5489|80007170915|5340.8
5490|80007070875|28304.0
5491|80007000542|4835.2
5492|80006980660|4880.0
5493|80006790747|5132.8
5494|80006750907|5430.4
5495|80006710505|5424.0
5496|80006660833|5497.6
5497|80006580023|4582.4
5498|80006570552|4521.6
5499|80006560256|5324.8
5500|80006530424|7052.8
5501|80006510525|4448.0
5502|80006480596|5868.8
5503|80006370896|4505.6
5504|80006240792|4486.4
5505|80006080669|4726.4
5506|80006010310|4873.6
5507|80005960531|4787.2
5508|80005810462|4784.0
5509|80005760923|4598.4
5510|80005720927|4800.0
5511|80005470929|18195.2
5512|80005250503|4595.2
5513|80005240900|5449.6
5514|80005190147|4758.4
5515|80005110442|4774.4
5516|80005030954|4912.0
5517|80004900256|5049.6
5518|80004880391|4822.4
5519|80004820256|5273.6
5520|80004800399|8921.6
5521|80004780252|5568.0
5522|80004750867|5340.8
5523|80004350437|6220.8
5524|80004140192|5747.2
5525|80004100188|7510.4
5526|80004090504|13363.2
5527|80004050540|5363.2
5528|80003920149|5705.6
5529|80003840313|4620.8
5530|80003710664|4438.4
5531|80003620541|5184.0
5532|80003580463|5696.0
5533|80003400316|4771.2
5534|80003100064|5513.6
5535|80002190454|4934.4
5536|80001830928|5705.6
5537|80001550526|6147.2
5538|80000810194|6297.6
5539|80000210544|5715.2
5540|80000090920|4502.4
5541|16932341007|10355.2
5542|16881631002|4499.2
5543|16881491001|6636.8
5544|16842241008|4716.8
5545|16841711001|5196.8
5546|16828091005|5587.2
5547|16827311008|4918.4
5548|16819821006|3344.0
5549|16819641008|5516.8
5550|16818451003|4796.8
5551|16816901009|6870.4
5552|16815411000|5155.2
5553|16795751003|4886.4
5554|16740701004|4908.8
5555|16737431003|5910.4
5556|16719741007|7638.4
5557|16711521001|7609.6
5558|16663891006|6505.6
5559|16618331009|3168.0
5560|16606981005|4668.8
5561|16579241007|4604.8
5562|16573871007|5260.8
5563|16558941007|6358.4
5564|16495671006|6422.4
5565|16448671004|4832.0
5566|16425121007|4764.8
5567|16421681004|4828.8
5568|16384581001|4822.4
5569|16354271005|5065.6
5570|16331181004|4515.2
5571|16323601001|4576.0
5572|16316121009|4595.2
5573|16309031009|1760.0
5574|16307861001|7216.0
5575|16301021008|4556.8
5576|16295311001|10899.2
5577|16285251001|5321.6
5578|16278161001|5200.0
5579|16268331002|5065.6
5580|16254101005|7635.2
5581|16248981009|6768.0
5582|16248121002|6572.8
5583|16235401003|4828.8
5584|16227271000|4918.4
5585|16224531000|4620.8
5586|16223101003|6931.2
5587|16221561000|6352.0
5588|16214321008|3520.0
5589|16172231009|9219.2
5590|16162911008|4489.6
5591|16125251005|4492.8
5592|16108221009|4406.4
5593|16094301005|6304.0
5594|16087281008|5280.0
5595|16083751004|5315.2
5596|16045321003|13843.2
5597|16032751006|4672.0
5598|16022811000|8048.0
5599|15996711006|3872.0
5600|15978271003|5238.4
5601|15949501009|5968.0
5602|15937911004|4902.4
5603|15924081001|16518.4
5604|15886891009|4048.0
5605|15851971000|4608.0
5606|15828241008|5459.2
5607|15817761008|5222.4
5608|15813561006|7139.2
5609|15811971009|4409.6
5610|15803621000|4441.6
5611|15797581004|4540.8
5612|15790121006|5520.0
5613|15789531009|5081.6
5614|15785241009|4822.4
5615|15778241008|6624.0
5616|15778191005|4611.2
5617|15748931001|5648.0
5618|15746821006|4886.4
5619|15742741000|5580.8
5620|15721171005|13785.6
5621|15699211007|4921.6
5622|15677641001|4508.8
5623|15644981001|1936.0
5624|15622181004|3168.0
5625|15600031007|4950.4
5626|15540191002|4915.2
5627|15530861002|3696.0
5628|15528681008|4441.6
5629|15527631004|7468.8
5630|15512171008|3872.0
5631|15477061004|6409.6
5632|15475701007|3960.0
5633|15435741002|6217.6
5634|15426771000|5193.6
5635|15413141001|4502.4
5636|15412181008|4761.6
5637|15405701002|5760.0
5638|15388901009|5478.4
5639|15388681007|2200.0
5640|15388611004|4419.2
5641|15380711000|4828.8
5642|15355141001|7017.6
5643|15348711001|14921.6
5644|15348021005|5068.8
5645|15346941006|2376.0
5646|15336751001|5113.6
5647|15333611000|5584.0
5648|15333281002|6115.2
5649|15331661007|4988.8
5650|15325081006|2464.0
5651|15298811009|4691.2
5652|15287491003|4940.8
5653|15273321008|13171.2
5654|15237521008|5001.6
5655|15237441009|6304.0
5656|15213601006|6371.2
5657|15196261000|5388.8
5658|15192311007|4848.0
5659|15179491004|3344.0
5660|15117451003|4716.8
5661|15114151002|7334.4
5662|15071011009|4787.2
5663|15041931005|5680.0
5664|15031851007|6736.0
5665|15031201005|2112.0
5666|15017811009|7852.8
5667|15014901001|5401.6
5668|15014411001|5164.8
5669|14995671006|17632.0
5670|14989581005|4668.8
5671|14973311005|4524.8
5672|14957551006|4790.4
5673|14934321002|5212.8
5674|14932931000|6928.0
5675|14926361008|6640.0
5676|14920371003|4496.0
5677|14909191000|5571.2
5678|14896211001|5340.8
5679|14894771006|5363.2
5680|14886101006|5443.2
5681|14884991002|6118.4
5682|14884891004|6377.6
5683|14877331000|4467.2
5684|14869051004|4691.2
5685|14849811006|4848.0
5686|14841151005|12038.4
5687|14833211007|5478.4
5688|14820911007|4460.8
5689|14817871008|7932.8
5690|14811681007|8678.4
5691|14808111000|5260.8
5692|14796741008|4614.4
5693|14787551002|4486.4
5694|14756231008|2640.0
5695|14733851001|5088.0
5696|14732631008|5718.4
5697|14729591009|5856.0
5698|14725951009|10681.6
5699|14665491008|3784.0
5700|14646161001|5651.2
5701|14593031009|5532.8
5702|14540141000|4409.6
5703|14529831001|5728.0
5704|14497291006|18236.8
5705|14475281003|4803.2
5706|14471271008|3168.0
5707|14443081006|4633.6
5708|14427991006|4649.6
5709|14427001004|4755.2
5710|14425741007|3256.0
5711|14425071009|7251.2
5712|14423931006|5036.8
5713|14418741006|7468.8
5714|14414251000|2816.0
5715|14404051006|6633.6
5716|14388261001|6457.6
5717|14385161006|4544.0
5718|14375681005|4502.4
5719|14369441002|15648.0
5720|14365311001|4403.2
5721|14358681006|4729.6
5722|14355581001|6844.8
5723|14344691002|5280.0
5724|14340631002|9862.4
5725|14335531001|4806.4
5726|14323121005|5804.8
5727|14313801004|9036.8
5728|14309381003|12051.2
5729|14304461008|5196.8
5730|14259371004|4521.6
5731|14245171005|4444.8
5732|14237301008|5107.2
5733|14196891007|4822.4
5734|14169851004|6697.6
5735|14166191008|5158.4
5736|14159981001|4406.4
5737|14112461000|8848.0
5738|14099751001|6256.0
5739|14059771007|4787.2
5740|14048141007|5472.0
5741|14039201000|5184.0
5742|14036091008|6588.8
5743|13995851006|4848.0
5744|13993501009|5052.8
5745|13991641005|4601.6
5746|13980191004|5024.0
5747|13964901006|9222.4
5748|13935851009|11126.4
5749|13928911000|4745.6
5750|13923211000|6086.4
5751|13922961001|2904.0
5752|13920781005|5891.2
5753|13896351007|4780.8
5754|13893841000|5113.6
5755|13888491001|13011.2
5756|13885141005|4966.4
5757|13872781003|5299.2
5758|13832521002|5363.2
5759|13829531006|4547.2
5760|13807751006|3256.0
5761|13778661002|5462.4
5762|13758471000|4528.0
5763|13722981001|7564.8
5764|13721131004|5126.4
5765|13708291003|4512.0
5766|13703251002|4940.8
5767|13699951003|4956.8
5768|13658301000|7696.0
5769|13648311002|4726.4
5770|13634721008|5158.4
5771|13631881003|8329.6
5772|13620661002|13766.4
5773|13614881004|4582.4
5774|13584201001|5216.0
5775|13554801004|7472.0
5776|13529171004|4774.4
5777|13515021007|4136.0
5778|13508811000|4777.6
5779|13487361001|5913.6
5780|13475661008|5078.4
5781|13470061006|4531.2
5782|13462131007|4745.6
5783|13461781000|4438.4
5784|13453111000|4636.8
5785|13443841005|5318.4
5786|13413081004|4464.0
5787|13394261005|5308.8
5788|13389751002|10211.2
5789|13385441004|5481.6
5790|13384941004|5948.8
5791|13365131005|4892.8
5792|13325681008|7894.4
5793|13323281009|5692.8
5794|13295061009|8665.6
5795|13268541003|7552.0
5796|13266801003|5760.0
5797|13261001005|3520.0
5798|13257721004|5814.4
5799|13249731004|4908.8
5800|13200221003|8614.4
5801|13197411005|4483.2
5802|13175721003|4969.6
5803|13146411007|4976.0
5804|13136921007|4636.8
5805|13111631001|4470.4
5806|13105201001|4537.6
5807|13101921008|8256.0
5808|13096661007|6057.6
5809|13088471001|4921.6
5810|13033661003|4880.0
5811|13025071005|2992.0
5812|12986441009|5545.6
5813|12966551009|6688.0
5814|12965681005|4720.0
5815|12955741009|5955.2
5816|12955271007|4508.8
5817|12952861008|4467.2
5818|12943551007|5164.8
5819|12882431005|4883.2
5820|12881871003|10342.4
5821|12868831004|4675.2
5822|12732150011|4796.8
5823|12723330010|4550.4
5824|12714100968|5116.8
5825|12704501001|6176.0
5826|12690220012|4556.8
5827|12679321005|5091.2
5828|12651510013|2024.0
5829|12637671004|8025.6
5830|12609910968|4739.2
5831|12601340016|4560.0
5832|12593820017|3256.0
5833|12562880968|5532.8
5834|12543011006|5411.2
5835|12542220012|6262.4
5836|12542080010|6121.6
5837|12540340010|6668.8
5838|12523420011|4521.6
5839|12520520961|4790.4
5840|12519420017|4515.2
5841|12511870011|4880.0
5842|12511151008|6822.4
5843|12507890965|7366.4
5844|12507441009|10480.0
5845|12504990966|3168.0
5846|12493911007|5104.0
5847|12486020964|4688.0
5848|12468281006|6320.0
5849|12467651001|6457.6
5850|12456031009|5344.0
5851|12452760015|4985.6
5852|12450461004|5932.8
5853|12413410015|6048.0
5854|12400331000|5033.6
5855|12389751004|5580.8
5856|12351691006|6339.2
5857|12347510013|7340.8
5858|12338441004|7747.2
5859|12318020968|4982.4
5860|12310941005|7417.6
5861|12310680967|17091.2
5862|12301761008|4534.4
5863|12301720012|5401.6
5864|12297080967|4566.4
5865|12293771007|7558.4
5866|12288411007|7625.6
5867|12268940967|2288.0
5868|12267640014|4502.4
5869|12264911004|11676.8
5870|12251261009|9222.4
5871|12247520013|4832.0
5872|12244550013|4588.8
5873|12240650015|5216.0
5874|12233380158|6086.4
5875|12213541001|8518.4
5876|12204750017|5286.4
5877|12199110961|4496.0
5878|12185561003|5574.4
5879|12184780968|4716.8
5880|12177590960|4675.2
5881|12169091001|6064.0
5882|12158450010|7123.2
5883|12156090016|5132.8
5884|12149200961|5011.2
5885|12117771001|4457.6
5886|12105021005|5724.8
5887|12087200015|2904.0
5888|12083451000|2288.0
5889|12082870960|4473.6
5890|12046361007|5436.8
5891|12044091002|5347.2
5892|12042531009|10675.2
5893|12022561000|6019.2
5894|12013300012|4409.6
5895|12012091000|8921.6
5896|12009390019|6764.8
5897|12001780019|4905.6
5898|11987291009|3696.0
5899|11979910012|5942.4
5900|11939930019|4774.4
5901|11939370968|5616.0
5902|11926300010|4665.6
5903|11907290016|1848.0
5904|11887570155|4752.0
5905|11886790150|5801.6
5906|11867730019|4400.0
5907|11863890965|4764.8
5908|11861411004|5088.0
5909|11858040014|4512.0
5910|11834880012|4560.0
5911|11786150968|4774.4
5912|11781360018|5456.0
5913|11774180019|8048.0
5914|11766370016|4726.4
5915|11759210013|6320.0
5916|11727320969|5993.6
5917|11720260014|4883.2
5918|11704080016|5075.2
5919|11696260014|5488.0
5920|11690081002|7104.0
5921|11680661003|7971.2
5922|11664621007|4416.0
5923|11661590965|2552.0
5924|11661270014|5699.2
5925|11648560966|7529.6
5926|11631970966|4480.0
5927|11627231001|3256.0
5928|11627200014|4438.4
5929|11611290013|4428.8
5930|11610540012|5337.6
5931|11596951001|11241.6
5932|11590811003|4739.2
5933|11579970010|10217.6
5934|11577970012|12556.8
5935|11576430968|4550.4
5936|11570761004|4521.6
5937|11569241000|4406.4
5938|11564810965|3168.0
5939|11562950011|6713.6
5940|11561680155|6217.6
5941|11559861007|4534.4
5942|11555360962|2816.0
5943|11535141003|6224.0
5944|11534940017|5152.0
5945|11524721005|7286.4
5946|11510701003|4652.8
5947|11503220961|4496.0
5948|11501040965|4614.4
5949|11492650962|5228.8
5950|11462901007|4588.8
5951|11459461007|5059.2
5952|11448020153|4608.0
5953|11447541001|6745.6
5954|11442540966|5996.8
5955|11420031004|5888.0
5956|11416561006|5398.4
5957|11414780962|5420.8
5958|11414211000|5574.4
5959|11405781003|7724.8
5960|11404820968|4531.2
5961|11396230960|6092.8
5962|11389240018|4438.4
5963|11388870963|5206.4
5964|11385520967|4649.6
5965|11376310964|4707.2
5966|11364930963|4729.6
5967|11364810017|5289.6
5968|11363620011|4729.6
5969|11359350961|4809.6
5970|11358161005|4678.4
5971|11357610960|4540.8
5972|11349830965|4956.8
5973|11346780015|5116.8
5974|11346721001|5318.4
5975|11345990961|8700.8
5976|11342600969|5030.4
5977|11337120155|4992.0
5978|11333390968|6896.0
5979|11331530151|5817.6
5980|11331490968|4467.2
5981|11331440963|4972.8
5982|11317710017|5024.0
5983|11317650015|4579.2
5984|11315230968|4656.0
5985|11305780964|5824.0
5986|11299641008|5507.2
5987|11276510010|5001.6
5988|11253240011|7443.2
5989|11242810015|6080.0
5990|11226750013|4441.6
5991|11222040963|16281.6
5992|11211420150|5692.8
5993|11208541000|4553.6
5994|11198700962|4569.6
5995|11180180017|5785.6
5996|11177720015|7088.0
5997|11176570015|5139.2
5998|11174781002|4550.4
5999|11172150960|6854.4
6000|11163170969|6620.8
6001|11143580014|5881.6
6002|11139451006|6064.0
6003|11136720965|4585.6
6004|11136410013|5414.4
6005|11100050019|11040.0
6006|11086360960|5065.6
6007|11083640018|6617.6
6008|11081710961|5977.6
6009|11081241009|4560.0
6010|11073281005|29424.0
6011|11072560011|6288.0
6012|11064591008|7488.0
6013|11040531003|7219.2
6014|11035370011|5286.4
6015|11023480962|4736.0
6016|11014501008|4889.6
6017|11009120012|6611.2
6018|10995570016|7875.2
6019|10990381005|5027.2
6020|10982750019|5580.8
6021|10975550012|6969.6
6022|10974840018|7632.0
6023|10974700014|4832.0
6024|10955340012|4531.2
6025|10952100963|6608.0
6026|10950830017|4592.0
6027|10935130962|7510.4
6028|10916930968|4412.8
6029|10914650014|5817.6
6030|10905100961|4828.8
6031|10897790969|4640.0
6032|10889141007|5984.0
6033|10885010966|8070.4
6034|10880650964|4764.8
6035|10840401003|4400.0
6036|10795910966|5980.8
6037|10794700962|18784.0
6038|10779650018|5107.2
6039|10773001002|5766.4
6040|10753950012|3520.0
6041|10735270968|5302.4
6042|10724010961|4627.2
6043|10718530966|4540.8
6044|10698970968|5763.2
6045|10692350019|2904.0
6046|10688930964|5433.6
6047|10659671001|5033.6
6048|10627330011|8656.0
6049|10624400965|4560.0
6050|10591561005|3344.0
6051|10584940968|5465.6
6052|10576900962|7948.8
6053|10572881000|12406.4
6054|10571510964|4819.2
6055|10571090017|6956.8
6056|10554610013|4662.4
6057|10553540963|5001.6
6058|10552670969|4998.4
6059|10543910961|4403.2
6060|10531901006|4633.6
6061|10520371005|7443.2
6062|10500960967|4579.2
6063|10492890966|4832.0
6064|10470541003|4435.2
6065|10468040968|5699.2
6066|10456560969|4873.6
6067|10440080967|6144.0
6068|10438910969|6272.0
6069|10437050965|4486.4
6070|10425760013|5926.4
6071|10423680965|5088.0
6072|10411110967|5190.4
6073|10408410966|5305.6
6074|10392260963|4611.2
6075|10391240966|4803.2
6076|10387560963|6320.0
6077|10385780019|5321.6
6078|10382450962|5468.8
6079|10376460969|4860.8
6080|10372180017|3784.0
6081|10350940010|6384.0
6082|10338690968|5763.2
6083|10335320965|5315.2
6084|10333750965|4441.6
6085|10330771006|4550.4
6086|10328680961|5302.4
6087|10303950967|4992.0
6088|10265990019|5321.6
6089|10265970011|5910.4
6090|10259140969|2288.0
6091|10252101000|5916.8
6092|10244690011|3344.0
6093|10242890969|5353.6
6094|10225461002|7603.2
6095|10218251006|6115.2
6096|10211570964|4544.0
6097|10200970019|4771.2
6098|10193980967|4912.0
6099|10172670969|5168.0
6100|10165330969|4454.4
6101|10158260017|5884.8
6102|10141671007|4947.2
6103|10134480010|7993.6
6104|10110881009|9654.4
6105|10109991009|4880.0
6106|10106810962|5513.6
6107|10101011004|7852.8
6108|10097460967|4432.0
6109|10097241219|4675.2
6110|10085530961|4668.8
6111|10077951001|5504.0
6112|10056181216|4412.8
6113|10045820965|5388.8
6114|10036340965|6150.4
6115|10032440967|5232.0
6116|10032150012|4864.0
6117|10029230017|4585.6
6118|10022960016|5868.8
6119|10012950969|4515.2
6120|10001340966|4812.8
6121|09988260965|5532.8
6122|09981250963|5708.8
6123|09967571002|4451.2
6124|09966890965|1760.0
6125|09952330018|5200.0
6126|09919030016|7590.4
6127|09916310965|4675.2
6128|09915740964|17766.4
6129|09913780962|4870.4
6130|09913760964|4832.0
6131|09902081216|3168.0
6132|09900050015|4726.4
6133|09863640018|5129.6
6134|09851701210|5708.8
6135|09848361219|2816.0
6136|09845520965|4521.6
6137|09836661216|4966.4
6138|09822110962|5840.0
6139|09810131004|4224.0
6140|09800770969|11001.6
6141|09800760960|6076.8
6142|09782411210|4403.2
6143|09756691003|4540.8
6144|09752241001|6889.6
6145|09733361001|5353.6
6146|09732301214|4224.0
6147|09727470966|5654.4
6148|09723410966|5449.6
6149|09712120964|6124.8
6150|09710440018|5206.4
6151|09709621214|5120.0
6152|09707110012|5651.2
6153|09670190967|5008.0
6154|09666430153|4812.8
6155|09663901214|15888.0
6156|09660221210|4422.4
6157|09648081009|4662.4
6158|09646780966|7964.8
6159|09643251003|4755.2
6160|09642470968|4476.8
6161|09631651214|4716.8
6162|09590821006|4905.6
6163|09581070969|7120.0
6164|09576821210|4611.2
6165|09576490966|7363.2
6166|09567050969|5209.6
6167|09561020018|5152.0
6168|09552711211|4534.4
6169|09544150965|4889.6
6170|09539851007|5619.2
6171|09536731210|4598.4
6172|09534331211|5728.0
6173|09533221215|5427.2
6174|09522281212|6384.0
6175|09518990966|7001.6
6176|09516191211|2376.0
6177|09515280015|4566.4
6178|09502940969|6723.2
6179|09497481219|4403.2
6180|09483600152|6208.0
6181|09461911001|4435.2
6182|09436230966|5027.2
6183|09424520964|8268.8
6184|09407191007|5894.4
6185|09395980965|5040.0
6186|09374320969|6979.2
6187|09347630965|5027.2
6188|09342321214|2552.0
6189|09316221218|5689.6
6190|09305930969|4409.6
6191|09292120962|2904.0
6192|09279810965|30550.4
6193|09271031214|4435.2
6194|09266911008|4640.0
6195|09266800961|4659.2
6196|09255170962|4876.8
6197|09251750015|5612.8
6198|09240951211|7660.8
6199|09239790018|6723.2
6200|09233661009|4822.4
6201|09222821218|5059.2
6202|09208750969|5440.0
6203|09207110157|5200.0
6204|09193721215|4716.8
6205|09185980019|5651.2
6206|09166190968|5312.0
6207|09159081000|8870.4
6208|09154260963|6112.0
6209|09150001213|5884.8
6210|09145361219|4755.2
6211|09139361217|4486.4
6212|09134540963|5350.4
6213|09122090963|5420.8
6214|09105751219|4454.4
6215|09105750963|6396.8
6216|09094521219|7670.4
6217|09079181005|5203.2
6218|09056330963|5177.6
6219|09049511000|4758.4
6220|09042771213|5350.4
6221|09039231213|3080.0
6222|09018280967|5180.8
6223|09014231212|4515.2
6224|09014121009|4646.4
6225|09007641211|4448.0
6226|09005751210|5056.0
6227|09005681219|4136.0
6228|09004091212|4665.6
6229|08994991217|8886.4
6230|08979610964|6064.0
6231|08979191213|3256.0
6232|08960200015|4476.8
6233|08953451005|5558.4
6234|08952140963|4312.0
6235|08942090013|5763.2
6236|08941230966|4611.2
6237|08929240961|15782.4
6238|08925191218|6979.2
6239|08913340967|5417.6
6240|08895471210|4464.0
6241|08891770961|7651.2
6242|08878791212|3960.0
6243|08876540967|12889.6
6244|08862831214|4480.0
6245|08858261210|5411.2
6246|08826990965|22656.0
6247|08814141217|6665.6
6248|08811850968|5897.6
6249|08804531005|5318.4
6250|08800901210|4832.0
6251|08793461214|2464.0
6252|08769640726|5712.0
6253|08763330969|3168.0
6254|08763281212|4444.8
6255|08758371218|7113.6
6256|08756241215|5475.2
6257|08755491217|4412.8
6258|08753650962|4470.4
6259|08752771215|4224.0
6260|08747291006|4652.8
6261|08741160967|5004.8
6262|08740370963|4800.0
6263|08740041002|6800.0
6264|08737560725|4691.2
6265|08728181218|3168.0
6266|08728180962|4764.8
6267|08724181212|5084.8
6268|08722981217|7180.8
6269|08718000964|4963.2
6270|08716940963|19366.4
6271|08707311216|4403.2
6272|08706150722|4499.2
6273|08704570962|6876.8
6274|08698790964|4588.8
6275|08687020969|5488.0
6276|08681911213|4601.6
6277|08657250729|4784.0
6278|08643400966|5564.8
6279|08627840963|5043.2
6280|08624810159|13366.4
6281|08614551003|4851.2
6282|08613411001|5347.2
6283|08609050722|4454.4
6284|08586931217|4435.2
6285|08571500969|6150.4
6286|08563890964|8304.0
6287|08554620727|5136.0
6288|08538361216|4844.8
6289|08522520728|4652.8
6290|08516071217|5308.8
6291|08501041217|8361.6
6292|08497271000|4460.8
6293|08487580725|5193.6
6294|08482490722|4752.0
6295|08459490960|4524.8
6296|08458270967|4569.6
6297|08457281213|5731.2
6298|08449300964|5040.0
6299|08444830965|1936.0
6300|08444361219|10569.6
6301|08443641215|5779.2
6302|08443301216|4912.0
6303|08436480720|16960.0
6304|08430771215|2728.0
6305|08429020723|3608.0
6306|08428760725|5900.8
6307|08415421216|4672.0
6308|08406870967|5094.4
6309|08396020722|4860.8
6310|08394850724|4688.0
6311|08379410726|4659.2
6312|08374150962|5046.4
6313|08370770011|5305.6
6314|08343420728|5497.6
6315|08342280016|6025.6
6316|08341530965|4476.8
6317|08340000960|5648.0
6318|08330330724|4608.0
6319|08330310965|6419.2
6320|08329150968|5116.8
6321|08328880722|4512.0
6322|08324490963|5369.6
6323|08322321210|4678.4
6324|08315180722|6400.0
6325|08314060016|5715.2
6326|08313580964|8316.8
6327|08312370961|5942.4
6328|08308120966|2816.0
6329|08306210967|4444.8
6330|08305771217|6425.6
6331|08304561213|5385.6
6332|08302510725|5056.0
6333|08302401214|4748.8
6334|08275710724|4451.2
6335|08270940722|4412.8
6336|08259300724|4608.0
6337|08243351213|4425.6
6338|08239001210|2200.0
6339|08221101218|4419.2
6340|08211600724|4409.6
6341|08200010729|4720.0
6342|08197720728|5417.6
6343|08188861002|2640.0
6344|08188160967|4956.8
6345|08175420960|4681.6
6346|08171730586|4528.0
6347|08153990968|4822.4
6348|08146470722|7238.4
6349|08145781210|6060.8
6350|08140350961|4572.8
6351|08138991214|4489.6
6352|08137680727|5196.8
6353|08126140725|6774.4
6354|08114021002|7539.2
6355|08114001004|10275.2
6356|08078121004|7462.4
6357|08073600721|7350.4
6358|08066721005|4518.4
6359|08061220722|14764.8
6360|08061210723|7462.4
6361|08060260729|4627.2
6362|08058240964|3256.0
6363|08056220729|4860.8
6364|08055780012|5312.0
6365|08051200965|5148.8
6366|08044440728|5148.8
6367|08040490586|4729.6
6368|08032080726|4940.8
6369|08029480723|4588.8
6370|08027390015|4492.8
6371|08012131218|2816.0
6372|08000830722|6128.0
6373|07999830727|5030.4
6374|07991940961|4483.2
6375|07987850729|4668.8
6376|07980310960|4755.2
6377|07980300961|5052.8
6378|07980250729|5446.4
6379|07977020721|4854.4
6380|07972710961|5984.0
6381|07967430153|6124.8
6382|07961610966|4419.2
6383|07948360966|4550.4
6384|07938100968|7324.8
6385|07937160583|7644.8
6386|07932750966|7299.2
6387|07925520962|6195.2
6388|07925150729|3168.0
6389|07924560969|5385.6
6390|07906221218|5065.6
6391|07905370636|3608.0
6392|07902490015|3168.0
6393|07898480962|5731.2
6394|07886451215|4784.0
6395|07878570725|3872.0
6396|07877131214|2376.0
6397|07875361219|9852.8
6398|07863731001|5008.0
6399|07852850721|5827.2
6400|07850340725|4480.0
6401|07845110720|5587.2
6402|07831771212|4544.0
6403|07829191217|4473.6
6404|07828910963|4646.4
6405|07812490725|7718.4
6406|07801851218|2376.0
6407|07798211210|4432.0
6408|07789540726|6195.2
6409|07789510729|6252.8
6410|07779751002|5222.4
6411|07779640726|9244.8
6412|07777950010|6518.4
6413|07772930967|6883.2
6414|07762711211|2024.0
6415|07759820728|7305.6
6416|07739100159|5715.2
6417|07725580729|5673.6
6418|07712470637|5004.8
6419|07708060723|6076.8
6420|07704991210|4476.8
6421|07699750969|4892.8
6422|07693420965|6211.2
6423|07687890017|5475.2
6424|07678371217|4739.2
6425|07659881218|4435.2
6426|07654731004|5587.2
6427|07653150727|6659.2
6428|07647920961|6790.4
6429|07643310720|4684.8
6430|07637380721|6681.6
6431|07630971211|4905.6
6432|07628560729|4902.4
6433|07618280965|5353.6
6434|07613620637|4915.2
6435|07609250019|5929.6
6436|07604591219|4956.8
6437|07604011218|6377.6
6438|07602621216|4764.8
6439|07586900966|4467.2
6440|07586601002|4886.4
6441|07579940961|2552.0
6442|07566360728|6368.0
6443|07564790157|5705.6
6444|07564680150|5644.8
6445|07561490967|4838.4
6446|07553851218|4556.8
